,mun_name,mun_code,account_type,label,total_amount,Province
2014,Emnambithi/Ladysmith,KZN232,AUDA,Total By Customer Group,132760899,KwaZulu-Natal
2014,Indaka,KZN233,AUDA,Total By Income Source,2637924,KwaZulu-Natal
2014,Indaka,KZN233,AUDA,Total By Customer Group,2637924,KwaZulu-Natal
2014,Umtshezi,KZN234,AUDA,Total By Income Source,94235517,KwaZulu-Natal
2014,Umtshezi,KZN234,AUDA,Total By Customer Group,94235517,KwaZulu-Natal
2014,Okhahlamba,KZN235,AUDA,Total By Income Source,21234394,KwaZulu-Natal
2014,Okhahlamba,KZN235,AUDA,Total By Customer Group,21234394,KwaZulu-Natal
2014,Imbabazane,KZN236,AUDA,Total By Income Source,8968893,KwaZulu-Natal
2014,Imbabazane,KZN236,AUDA,Total By Customer Group,8968893,KwaZulu-Natal
2014,Endumeni,KZN241,AUDA,Total By Income Source,112080125,KwaZulu-Natal
2014,Endumeni,KZN241,AUDA,Total By Customer Group,112080125,KwaZulu-Natal
2014,Nqutu,KZN242,AUDA,Total By Income Source,17523918,KwaZulu-Natal
2014,Nqutu,KZN242,AUDA,Total By Customer Group,17523918,KwaZulu-Natal
2014,Msinga,KZN244,AUDA,Total By Income Source,7670644,KwaZulu-Natal
2014,Msinga,KZN244,AUDA,Total By Customer Group,7670644,KwaZulu-Natal
2014,Umvoti,KZN245,AUDA,Total By Income Source,33209218,KwaZulu-Natal
2014,Umvoti,KZN245,AUDA,Total By Customer Group,33209218,KwaZulu-Natal
2014,Newcastle,KZN252,AUDA,Total By Income Source,522181845,KwaZulu-Natal
2014,Newcastle,KZN252,AUDA,Total By Customer Group,522181845,KwaZulu-Natal
2014,Emadlangeni,KZN253,AUDA,Total By Income Source,22610927,KwaZulu-Natal
2014,Emadlangeni,KZN253,AUDA,Total By Customer Group,22610927,KwaZulu-Natal
2014,Dannhauser,KZN254,AUDA,Total By Income Source,14488447,KwaZulu-Natal
2014,Dannhauser,KZN254,AUDA,Total By Customer Group,14488447,KwaZulu-Natal
2014,eDumbe,KZN261,AUDA,Total By Income Source,70028355,KwaZulu-Natal
2014,eDumbe,KZN261,AUDA,Total By Customer Group,70028355,KwaZulu-Natal
2014,uPhongolo,KZN262,AUDA,Total By Income Source,86709397,KwaZulu-Natal
2014,uPhongolo,KZN262,AUDA,Total By Customer Group,86709397,KwaZulu-Natal
2014,Abaqulusi,KZN263,AUDA,Total By Income Source,67042561,KwaZulu-Natal
2014,Abaqulusi,KZN263,AUDA,Total By Customer Group,67042561,KwaZulu-Natal
2014,Nongoma,KZN265,AUDA,Total By Income Source,19818944,KwaZulu-Natal
2014,Nongoma,KZN265,AUDA,Total By Customer Group,19818944,KwaZulu-Natal
2014,Umhlabuyalingana,KZN271,AUDA,Total By Income Source,15649848,KwaZulu-Natal
2014,Umhlabuyalingana,KZN271,AUDA,Total By Customer Group,15649848,KwaZulu-Natal
2014,Jozini,KZN272,AUDA,Total By Income Source,51126468,KwaZulu-Natal
2014,Jozini,KZN272,AUDA,Total By Customer Group,51126468,KwaZulu-Natal
2014,The Big 5 False Bay,KZN273,AUDA,Total By Income Source,15207977,KwaZulu-Natal
2014,The Big 5 False Bay,KZN273,AUDA,Total By Customer Group,15207977,KwaZulu-Natal
2014,Hlabisa,KZN274,AUDA,Total By Income Source,1691355,KwaZulu-Natal
2014,Hlabisa,KZN274,AUDA,Total By Customer Group,1691355,KwaZulu-Natal
2014,Mtubatuba,KZN275,AUDA,Total By Income Source,50545191,KwaZulu-Natal
2014,Mtubatuba,KZN275,AUDA,Total By Customer Group,50545191,KwaZulu-Natal
2014,Mfolozi,KZN281,AUDA,Total By Income Source,6260082,KwaZulu-Natal
2014,Mfolozi,KZN281,AUDA,Total By Customer Group,6260082,KwaZulu-Natal
2014,uMhlathuze,KZN282,AUDA,Total By Income Source,182094184,KwaZulu-Natal
2014,uMhlathuze,KZN282,AUDA,Total By Customer Group,182094184,KwaZulu-Natal
2014,Ntambanana,KZN283,AUDA,Total By Income Source,1153797,KwaZulu-Natal
2014,Ntambanana,KZN283,AUDA,Total By Customer Group,1153797,KwaZulu-Natal
2014,uMlalazi,KZN284,AUDA,Total By Income Source,32765119,KwaZulu-Natal
2014,uMlalazi,KZN284,AUDA,Total By Customer Group,32765119,KwaZulu-Natal
2014,Mthonjaneni,KZN285,AUDA,Total By Income Source,11875770,KwaZulu-Natal
2014,Mthonjaneni,KZN285,AUDA,Total By Customer Group,11875770,KwaZulu-Natal
2014,Nkandla,KZN286,AUDA,Total By Income Source,24893584,KwaZulu-Natal
2014,Nkandla,KZN286,AUDA,Total By Customer Group,24893584,KwaZulu-Natal
2014,Mandeni,KZN291,AUDA,Total By Income Source,93785347,KwaZulu-Natal
2014,Mandeni,KZN291,AUDA,Total By Customer Group,93785347,KwaZulu-Natal
2014,KwaDukuza,KZN292,AUDA,Total By Income Source,180767353,KwaZulu-Natal
2014,KwaDukuza,KZN292,AUDA,Total By Customer Group,180767353,KwaZulu-Natal
2014,Ndwedwe,KZN293,AUDA,Total By Income Source,9988236,KwaZulu-Natal
2014,Ndwedwe,KZN293,AUDA,Total By Customer Group,9988236,KwaZulu-Natal
2014,Maphumulo,KZN294,AUDA,Total By Income Source,6988971,KwaZulu-Natal
2014,Maphumulo,KZN294,AUDA,Total By Customer Group,6988971,KwaZulu-Natal
2014,Ingwe,KZN431,AUDA,Total By Income Source,8818729,KwaZulu-Natal
2014,Ingwe,KZN431,AUDA,Total By Customer Group,8818729,KwaZulu-Natal
2014,Kwa Sani,KZN432,AUDA,Total By Income Source,1955144,KwaZulu-Natal
2014,Kwa Sani,KZN432,AUDA,Total By Customer Group,1955144,KwaZulu-Natal
2014,Greater Kokstad,KZN433,AUDA,Total By Income Source,33725943,KwaZulu-Natal
2014,Greater Kokstad,KZN433,AUDA,Total By Customer Group,33725943,KwaZulu-Natal
2014,Ubuhlebezwe,KZN434,AUDA,Total By Income Source,17142945,KwaZulu-Natal
2014,Ubuhlebezwe,KZN434,AUDA,Total By Customer Group,17142945,KwaZulu-Natal
2014,Umzimkhulu,KZN435,AUDA,Total By Income Source,6177916,KwaZulu-Natal
2014,Umzimkhulu,KZN435,AUDA,Total By Customer Group,6177916,KwaZulu-Natal
2014,Greater Giyani,LIM331,AUDA,Total By Income Source,135195882,KwaZulu-Natal
2014,Greater Giyani,LIM331,AUDA,Total By Customer Group,135195882,KwaZulu-Natal
2014,Greater Letaba,LIM332,AUDA,Total By Income Source,78298040,KwaZulu-Natal
2014,Greater Letaba,LIM332,AUDA,Total By Customer Group,78298040,KwaZulu-Natal
2014,Greater Tzaneen,LIM333,AUDA,Total By Income Source,98092371,KwaZulu-Natal
2014,Greater Tzaneen,LIM333,AUDA,Total By Customer Group,98092371,KwaZulu-Natal
2014,Maruleng,LIM335,AUDA,Total By Income Source,17785182,Limpopo
2014,Maruleng,LIM335,AUDA,Total By Customer Group,17785184,Limpopo
2014,Musina,LIM341,AUDA,Total By Income Source,22864215,Limpopo
2014,Musina,LIM341,AUDA,Total By Customer Group,22864215,Limpopo
2014,Mutale,LIM342,AUDA,Total By Income Source,5424107,Limpopo
2014,Mutale,LIM342,AUDA,Total By Customer Group,5424107,Limpopo
2014,Thulamela,LIM343,AUDA,Total By Income Source,277989470,Limpopo
2014,Thulamela,LIM343,AUDA,Total By Customer Group,277989470,Limpopo
2014,Blouberg,LIM351,AUDA,Total By Income Source,36646085,Limpopo
2014,Blouberg,LIM351,AUDA,Total By Customer Group,36646085,Limpopo
2014,Aganang,LIM352,AUDA,Total By Income Source,70674588,Limpopo
2014,Aganang,LIM352,AUDA,Total By Customer Group,70674588,Limpopo
2014,Molemole,LIM353,AUDA,Total By Income Source,66352068,Limpopo
2014,Molemole,LIM353,AUDA,Total By Customer Group,66352068,Limpopo
2014,Polokwane,LIM354,AUDA,Total By Income Source,597875175,Limpopo
2014,Polokwane,LIM354,AUDA,Total By Customer Group,597875174,Limpopo
2014,Lepele-Nkumpi,LIM355,AUDA,Total By Income Source,116092071,Limpopo
2014,Lepele-Nkumpi,LIM355,AUDA,Total By Customer Group,116092072,Limpopo
2014,Thabazimbi,LIM361,AUDA,Total By Income Source,71780560,Limpopo
2014,Thabazimbi,LIM361,AUDA,Total By Customer Group,0,Limpopo
2014,Mookgopong,LIM364,AUDA,Total By Income Source,32619555,Limpopo
2014,Mookgopong,LIM364,AUDA,Total By Customer Group,32619555,Limpopo
2014,Modimolle,LIM365,AUDA,Total By Income Source,95876934,Limpopo
2014,Modimolle,LIM365,AUDA,Total By Customer Group,95876934,Limpopo
2014,Bela-Bela,LIM366,AUDA,Total By Income Source,132713657,Limpopo
2014,Bela-Bela,LIM366,AUDA,Total By Customer Group,132713657,Limpopo
2014,Ephraim Mogale,LIM471,AUDA,Total By Income Source,37516076,Limpopo
2014,Ephraim Mogale,LIM471,AUDA,Total By Customer Group,37516076,Limpopo
2014,Elias Motsoaledi,LIM472,AUDA,Total By Income Source,50262661,Limpopo
2014,Elias Motsoaledi,LIM472,AUDA,Total By Customer Group,50262663,Limpopo
2014,Greater Tubatse,LIM475,AUDA,Total By Income Source,112017253,Limpopo
2014,Greater Tubatse,LIM475,AUDA,Total By Customer Group,112017253,Limpopo
2014,Mangaung,MAN,AUDA,Total By Income Source,2722834951,Limpopo
2014,Mangaung,MAN,AUDA,Total By Customer Group,2722834951,Limpopo
2014,Chief Albert Luthuli,MP301,AUDA,Total By Income Source,323791307,Limpopo
2014,Chief Albert Luthuli,MP301,AUDA,Total By Customer Group,323791307,Limpopo
2014,Msukaligwa,MP302,AUDA,Total By Income Source,327472677,Limpopo
2014,Msukaligwa,MP302,AUDA,Total By Customer Group,327472677,Limpopo
2014,Mkhondo,MP303,AUDA,Total By Income Source,18498601,Free State
2014,Mkhondo,MP303,AUDA,Total By Customer Group,18498601,Free State
2014,Dr Pixley Ka Isaka Seme,MP304,AUDA,Total By Income Source,206761794,Mpumalanga
2014,Dr Pixley Ka Isaka Seme,MP304,AUDA,Total By Customer Group,206761794,Mpumalanga
2014,Govan Mbeki,MP307,AUDA,Total By Income Source,841976182,Mpumalanga
2014,Govan Mbeki,MP307,AUDA,Total By Customer Group,841976182,Mpumalanga
2014,Steve Tshwete,MP313,AUDA,Total By Income Source,72971850,Mpumalanga
2014,Steve Tshwete,MP313,AUDA,Total By Customer Group,72971850,Mpumalanga
2014,Emakhazeni,MP314,AUDA,Total By Income Source,139021790,Mpumalanga
2014,Emakhazeni,MP314,AUDA,Total By Customer Group,139021790,Mpumalanga
2014,Thembisile,MP315,AUDA,Total By Income Source,4348473,Mpumalanga
2014,Thembisile,MP315,AUDA,Total By Customer Group,4348473,Mpumalanga
2014,Dr JS Moroka,MP316,AUDA,Total By Income Source,32010869,Mpumalanga
2014,Dr JS Moroka,MP316,AUDA,Total By Customer Group,32010869,Mpumalanga
2014,Thaba Chweu,MP321,AUDA,Total By Income Source,111183751,Mpumalanga
2014,Thaba Chweu,MP321,AUDA,Total By Customer Group,111183751,Mpumalanga
2014,Mbombela,MP322,AUDA,Total By Income Source,346662200,Mpumalanga
2014,Mbombela,MP322,AUDA,Total By Customer Group,346662200,Mpumalanga
2014,Umjindi,MP323,AUDA,Total By Income Source,84179069,Mpumalanga
2014,Umjindi,MP323,AUDA,Total By Customer Group,84179070,Mpumalanga
2014,Bushbuckridge,MP325,AUDA,Total By Income Source,586043068,Mpumalanga
2014,Bushbuckridge,MP325,AUDA,Total By Customer Group,586043068,Mpumalanga
2014,Richtersveld,NC061,AUDA,Total By Income Source,46604707,Mpumalanga
2014,Richtersveld,NC061,AUDA,Total By Customer Group,46604707,Mpumalanga
2014,Nama Khoi,NC062,AUDA,Total By Income Source,69972260,Mpumalanga
2014,Nama Khoi,NC062,AUDA,Total By Customer Group,69972260,Mpumalanga
2014,Kamiesberg,NC064,AUDA,Total By Income Source,32375383,Northern Cape
2014,Kamiesberg,NC064,AUDA,Total By Customer Group,32375383,Northern Cape
2014,Hantam,NC065,AUDA,Total By Income Source,35360349,Northern Cape
2014,Hantam,NC065,AUDA,Total By Customer Group,35360349,Northern Cape
2014,Karoo Hoogland,NC066,AUDA,Total By Income Source,18609620,Northern Cape
2014,Karoo Hoogland,NC066,AUDA,Total By Customer Group,18609620,Northern Cape
2014,Khâi-Ma,NC067,AUDA,Total By Income Source,28575330,Northern Cape
2014,Khâi-Ma,NC067,AUDA,Total By Customer Group,28575330,Northern Cape
2014,Ubuntu,NC071,AUDA,Total By Income Source,34003764,Northern Cape
2014,Ubuntu,NC071,AUDA,Total By Customer Group,34003764,Northern Cape
2014,Umsobomvu,NC072,AUDA,Total By Income Source,66289547,Northern Cape
2014,Umsobomvu,NC072,AUDA,Total By Customer Group,66289547,Northern Cape
2014,Emthanjeni,NC073,AUDA,Total By Income Source,45678620,Northern Cape
2014,Emthanjeni,NC073,AUDA,Total By Customer Group,45678623,Northern Cape
2014,Kareeberg,NC074,AUDA,Total By Income Source,5171622,Northern Cape
2014,Kareeberg,NC074,AUDA,Total By Customer Group,5171618,Northern Cape
2014,Thembelihle,NC076,AUDA,Total By Income Source,45587455,Northern Cape
2014,Thembelihle,NC076,AUDA,Total By Customer Group,45587455,Northern Cape
2014,Siyancuma,NC078,AUDA,Total By Income Source,64734010,Northern Cape
2014,Siyancuma,NC078,AUDA,Total By Customer Group,64734009,Northern Cape
2014,Mier,NC081,AUDA,Total By Income Source,24040295,Northern Cape
2014,Mier,NC081,AUDA,Total By Customer Group,24040295,Northern Cape
2014,//Khara Hais,NC083,AUDA,Total By Income Source,42248198,Northern Cape
2014,//Khara Hais,NC083,AUDA,Total By Customer Group,42248198,Northern Cape
2014,!Kheis,NC084,AUDA,Total By Income Source,44534661,Northern Cape
2014,!Kheis,NC084,AUDA,Total By Customer Group,44534661,Northern Cape
2014,Kgatelopele,NC086,AUDA,Total By Income Source,6689698,Northern Cape
2014,Kgatelopele,NC086,AUDA,Total By Customer Group,6689698,Northern Cape
2014,Sol Plaatjie,NC091,AUDA,Total By Income Source,1046201295,Northern Cape
2014,Sol Plaatjie,NC091,AUDA,Total By Customer Group,1046201295,Northern Cape
2014,Dikgatlong,NC092,AUDA,Total By Income Source,170214985,Northern Cape
2014,Dikgatlong,NC092,AUDA,Total By Customer Group,170214985,Northern Cape
2014,Magareng,NC093,AUDA,Total By Income Source,91811012,Northern Cape
2014,Magareng,NC093,AUDA,Total By Customer Group,91811012,Northern Cape
2014,Joe Morolong,NC451,AUDA,Total By Income Source,23976432,Northern Cape
2014,Joe Morolong,NC451,AUDA,Total By Customer Group,23976432,Northern Cape
2014,Ga-Segonyana,NC452,AUDA,Total By Income Source,23519697,Northern Cape
2014,Ga-Segonyana,NC452,AUDA,Total By Customer Group,23519697,Northern Cape
2014,Nelson Mandela Bay,NMA,AUDA,Total By Income Source,2647533698,Northern Cape
2014,Nelson Mandela Bay,NMA,AUDA,Total By Customer Group,2647533698,Northern Cape
2014,Local Municipality of Madibeng,NW372,AUDA,Total By Income Source,948360653,Northern Cape
2014,Local Municipality of Madibeng,NW372,AUDA,Total By Customer Group,948360653,Northern Cape
2014,Rustenburg,NW373,AUDA,Total By Income Source,2063972880,Eastern Cape
2014,Rustenburg,NW373,AUDA,Total By Customer Group,2063972880,Eastern Cape
2014,Kgetlengrivier,NW374,AUDA,Total By Income Source,94112161,North West
2014,Kgetlengrivier,NW374,AUDA,Total By Customer Group,94112161,North West
2014,Moses Kotane,NW375,AUDA,Total By Income Source,227909202,North West
2014,Moses Kotane,NW375,AUDA,Total By Customer Group,227909202,North West
2014,Ratlou,NW381,AUDA,Total By Income Source,32113605,North West
2014,Ratlou,NW381,AUDA,Total By Customer Group,32113605,North West
2014,Tswaing,NW382,AUDA,Total By Income Source,193522601,North West
2014,Tswaing,NW382,AUDA,Total By Customer Group,193522601,North West
2014,Mafikeng,NW383,AUDA,Total By Income Source,653883275,North West
2014,Mafikeng,NW383,AUDA,Total By Customer Group,653883275,North West
2014,Ditsobotla,NW384,AUDA,Total By Income Source,226043567,North West
2014,Ditsobotla,NW384,AUDA,Total By Customer Group,226043567,North West
2014,Ramotshere Moiloa,NW385,AUDA,Total By Income Source,94554060,North West
2014,Ramotshere Moiloa,NW385,AUDA,Total By Customer Group,94554060,North West
2014,Naledi,NW392,AUDA,Total By Income Source,226537357,North West
2014,Naledi,NW392,AUDA,Total By Customer Group,226537357,North West
2014,Mamusa,NW393,AUDA,Total By Income Source,135941381,North West
2014,Mamusa,NW393,AUDA,Total By Customer Group,135941381,North West
2014,Greater Taung,NW394,AUDA,Total By Income Source,11258943,North West
2014,Greater Taung,NW394,AUDA,Total By Customer Group,11258943,North West
2014,Lekwa-Teemane,NW396,AUDA,Total By Income Source,308140845,North West
2014,Lekwa-Teemane,NW396,AUDA,Total By Customer Group,308140845,North West
2014,Ventersdorp,NW401,AUDA,Total By Income Source,53714387,North West
2014,Ventersdorp,NW401,AUDA,Total By Customer Group,53714387,North West
2014,City of Matlosana,NW403,AUDA,Total By Income Source,1101382193,North West
2014,City of Matlosana,NW403,AUDA,Total By Customer Group,1101382193,North West
2014,Maquassi Hills,NW404,AUDA,Total By Income Source,497486637,North West
2014,Maquassi Hills,NW404,AUDA,Total By Customer Group,497486637,North West
2014,City of Tshwane,TSH,AUDA,Total By Income Source,7859223881,North West
2014,City of Tshwane,TSH,AUDA,Total By Customer Group,7859223881,North West
2014,Matzikama,WC011,AUDA,Total By Income Source,44551158,North West
2014,Matzikama,WC011,AUDA,Total By Customer Group,44551158,North West
2014,Cederberg,WC012,AUDA,Total By Income Source,26941126,Gauteng
2014,Cederberg,WC012,AUDA,Total By Customer Group,26941126,Gauteng
2014,Bergrivier,WC013,AUDA,Total By Income Source,54525263,Western Cape
2014,Bergrivier,WC013,AUDA,Total By Customer Group,54525263,Western Cape
2014,Saldanha Bay,WC014,AUDA,Total By Income Source,201613202,Western Cape
2014,Saldanha Bay,WC014,AUDA,Total By Customer Group,201613202,Western Cape
2014,Swartland,WC015,AUDA,Total By Income Source,53886857,Western Cape
2014,Swartland,WC015,AUDA,Total By Customer Group,53886857,Western Cape
2014,Witzenberg,WC022,AUDA,Total By Income Source,137427678,Western Cape
2014,Witzenberg,WC022,AUDA,Total By Customer Group,137427677,Western Cape
2014,Drakenstein,WC023,AUDA,Total By Income Source,336223528,Western Cape
2014,Drakenstein,WC023,AUDA,Total By Customer Group,336223528,Western Cape
2014,Stellenbosch,WC024,AUDA,Total By Income Source,158709593,Western Cape
2014,Stellenbosch,WC024,AUDA,Total By Customer Group,158709593,Western Cape
2014,Breede Valley,WC025,AUDA,Total By Income Source,62912430,Western Cape
2014,Breede Valley,WC025,AUDA,Total By Customer Group,62912430,Western Cape
2014,Langeberg,WC026,AUDA,Total By Income Source,44913841,Western Cape
2014,Langeberg,WC026,AUDA,Total By Customer Group,44913841,Western Cape
2014,Theewaterskloof,WC031,AUDA,Total By Income Source,110833633,Western Cape
2014,Theewaterskloof,WC031,AUDA,Total By Customer Group,110833633,Western Cape
2014,Overstrand,WC032,AUDA,Total By Income Source,64369329,Western Cape
2014,Overstrand,WC032,AUDA,Total By Customer Group,64369329,Western Cape
2014,Cape Agulhas,WC033,AUDA,Total By Income Source,21905191,Western Cape
2014,Cape Agulhas,WC033,AUDA,Total By Customer Group,21905191,Western Cape
2014,Swellendam,WC034,AUDA,Total By Income Source,38001113,Western Cape
2014,Swellendam,WC034,AUDA,Total By Customer Group,38001116,Western Cape
2014,Hessequa,WC042,AUDA,Total By Income Source,62501781,Western Cape
2014,Hessequa,WC042,AUDA,Total By Customer Group,62501781,Western Cape
2014,Mossel Bay,WC043,AUDA,Total By Income Source,60887837,Western Cape
2014,Mossel Bay,WC043,AUDA,Total By Customer Group,60887837,Western Cape
2014,George,WC044,AUDA,Total By Income Source,86279948,Western Cape
2014,George,WC044,AUDA,Total By Customer Group,86279946,Western Cape
2014,Oudtshoorn,WC045,AUDA,Total By Income Source,103845415,Western Cape
2014,Oudtshoorn,WC045,AUDA,Total By Customer Group,103845415,Western Cape
2014,Knysna,WC048,AUDA,Total By Income Source,160284346,Western Cape
2014,Knysna,WC048,AUDA,Total By Customer Group,160284345,Western Cape
2014,Prince Albert,WC052,AUDA,Total By Income Source,20634531,Western Cape
2014,Prince Albert,WC052,AUDA,Total By Customer Group,20634531,Western Cape
2014,Beaufort West,WC053,AUDA,Total By Income Source,30088010,Western Cape
2014,Beaufort West,WC053,AUDA,Total By Customer Group,30088010,Western Cape
2015,Buffalo City,BUF,AUDA,Total By Income Source,1380885868,Western Cape
2015,Buffalo City,BUF,AUDA,Total By Customer Group,1380885868,Western Cape
2015,City of Cape Town,CPT,AUDA,Total By Income Source,6658014465,Western Cape
2015,City of Cape Town,CPT,AUDA,Total By Customer Group,6658014465,Western Cape
2015,West Coast,DC1,AUDA,Total By Income Source,9710012,Eastern Cape
2015,West Coast,DC1,AUDA,Total By Customer Group,9710012,Eastern Cape
2015,Cacadu,DC10,AUDA,Total By Income Source,-196028,Western Cape
2015,Cacadu,DC10,AUDA,Total By Customer Group,-196028,Western Cape
2015,Amathole,DC12,AUDA,Total By Income Source,598961191,Western Cape
2015,Amathole,DC12,AUDA,Total By Customer Group,598961191,Western Cape
2015,Chris Hani,DC13,AUDA,Total By Income Source,677218349,Eastern Cape
2015,Chris Hani,DC13,AUDA,Total By Customer Group,677218349,Eastern Cape
2015,Joe Gqabi,DC14,AUDA,Total By Income Source,144230878,Eastern Cape
2015,Joe Gqabi,DC14,AUDA,Total By Customer Group,144230878,Eastern Cape
2015,Xhariep,DC16,AUDA,Total By Income Source,990746,Eastern Cape
2015,Xhariep,DC16,AUDA,Total By Customer Group,990746,Eastern Cape
2015,Lejweleputswa,DC18,AUDA,Total By Income Source,279204,Eastern Cape
2015,Lejweleputswa,DC18,AUDA,Total By Customer Group,0,Eastern Cape
2015,Thabo Mofutsanyane,DC19,AUDA,Total By Income Source,4481286,Free State
2015,Thabo Mofutsanyane,DC19,AUDA,Total By Customer Group,4481286,Free State
2015,Cape Winelands,DC2,AUDA,Total By Income Source,0,Free State
2015,Cape Winelands,DC2,AUDA,Total By Customer Group,0,Free State
2015,Fezile Dabi,DC20,AUDA,Total By Income Source,0,Free State
2015,Fezile Dabi,DC20,AUDA,Total By Customer Group,0,Free State
2015,Ugu,DC21,AUDA,Total By Income Source,95058018,Western Cape
2015,Ugu,DC21,AUDA,Total By Customer Group,95058018,Western Cape
2015,Umgungundlovu,DC22,AUDA,Total By Income Source,262019184,Free State
2015,Umgungundlovu,DC22,AUDA,Total By Customer Group,262019184,Free State
2015,Uthukela,DC23,AUDA,Total By Income Source,124087951,KwaZulu-Natal
2015,Uthukela,DC23,AUDA,Total By Customer Group,124087951,KwaZulu-Natal
2015,Umzinyathi,DC24,AUDA,Total By Income Source,249885399,KwaZulu-Natal
2015,Umzinyathi,DC24,AUDA,Total By Customer Group,249885399,KwaZulu-Natal
2015,Amajuba,DC25,AUDA,Total By Income Source,20440217,KwaZulu-Natal
2015,Amajuba,DC25,AUDA,Total By Customer Group,20440217,KwaZulu-Natal
2015,Zululand,DC26,AUDA,Total By Income Source,64045213,KwaZulu-Natal
2015,Zululand,DC26,AUDA,Total By Customer Group,64045213,KwaZulu-Natal
2015,Umkhanyakude,DC27,AUDA,Total By Income Source,187247034,KwaZulu-Natal
2015,Umkhanyakude,DC27,AUDA,Total By Customer Group,187247034,KwaZulu-Natal
2015,Uthungulu,DC28,AUDA,Total By Income Source,56487088,KwaZulu-Natal
2015,Uthungulu,DC28,AUDA,Total By Customer Group,56487088,KwaZulu-Natal
2015,iLembe,DC29,AUDA,Total By Income Source,233591172,KwaZulu-Natal
2015,iLembe,DC29,AUDA,Total By Customer Group,233591172,KwaZulu-Natal
2015,Overberg,DC3,AUDA,Total By Income Source,1711622,KwaZulu-Natal
2015,Overberg,DC3,AUDA,Total By Customer Group,1711619,KwaZulu-Natal
2015,Gert Sibande,DC30,AUDA,Total By Income Source,14845794,KwaZulu-Natal
2015,Gert Sibande,DC30,AUDA,Total By Customer Group,14845794,KwaZulu-Natal
2015,Nkangala,DC31,AUDA,Total By Income Source,15814938,Western Cape
2015,Nkangala,DC31,AUDA,Total By Customer Group,15814938,Western Cape
2015,Ehlanzeni,DC32,AUDA,Total By Income Source,393520,Mpumalanga
2015,Ehlanzeni,DC32,AUDA,Total By Customer Group,393520,Mpumalanga
2015,Mopani,DC33,AUDA,Total By Income Source,637331650,Mpumalanga
2015,Mopani,DC33,AUDA,Total By Customer Group,637331650,Mpumalanga
2015,Vhembe,DC34,AUDA,Total By Income Source,44491001,Mpumalanga
2015,Vhembe,DC34,AUDA,Total By Customer Group,44491001,Mpumalanga
2015,Capricorn,DC35,AUDA,Total By Income Source,90007465,Limpopo
2015,Capricorn,DC35,AUDA,Total By Customer Group,90007463,Limpopo
2015,Waterberg,DC36,AUDA,Total By Income Source,14919,Limpopo
2015,Waterberg,DC36,AUDA,Total By Customer Group,14919,Limpopo
2015,Bojanala,DC37,AUDA,Total By Income Source,4856560,Limpopo
2015,Bojanala,DC37,AUDA,Total By Customer Group,4856560,Limpopo
2015,Ngaka Modiri Molema,DC38,AUDA,Total By Income Source,169567170,Limpopo
2015,Ngaka Modiri Molema,DC38,AUDA,Total By Customer Group,169567170,Limpopo
2015,Eden,DC4,AUDA,Total By Income Source,17742556,North West
2015,Eden,DC4,AUDA,Total By Customer Group,17742556,North West
2015,Dr Kenneth Kaunda,DC40,AUDA,Total By Income Source,0,North West
2015,Dr Kenneth Kaunda,DC40,AUDA,Total By Customer Group,0,North West
2015,Sedibeng,DC42,AUDA,Total By Income Source,14371735,Western Cape
2015,Sedibeng,DC42,AUDA,Total By Customer Group,14371735,Western Cape
2015,Harry Gwala,DC43,AUDA,Total By Income Source,123176172,North West
2015,Harry Gwala,DC43,AUDA,Total By Customer Group,123176172,North West
2015,John Taolo Gaetsewe,DC45,AUDA,Total By Income Source,10925890,Gauteng
2015,John Taolo Gaetsewe,DC45,AUDA,Total By Customer Group,10925890,Gauteng
2015,Sekhukhune,DC47,AUDA,Total By Income Source,117461499,KwaZulu-Natal
2015,Sekhukhune,DC47,AUDA,Total By Customer Group,117461499,KwaZulu-Natal
2015,West Rand,DC48,AUDA,Total By Income Source,6149646,Northern Cape
2015,West Rand,DC48,AUDA,Total By Customer Group,6149646,Northern Cape
2015,Central Karoo,DC5,AUDA,Total By Income Source,666189,Limpopo
2015,Central Karoo,DC5,AUDA,Total By Customer Group,666189,Limpopo
2015,Namakwa,DC6,AUDA,Total By Income Source,9377831,Gauteng
2015,Namakwa,DC6,AUDA,Total By Customer Group,9377831,Gauteng
2015,Pixley ka Seme,DC7,AUDA,Total By Income Source,605088,Western Cape
2015,Pixley ka Seme,DC7,AUDA,Total By Customer Group,605088,Western Cape
2015,Z F Mgcawu,DC8,AUDA,Total By Income Source,447221,Northern Cape
2015,Z F Mgcawu,DC8,AUDA,Total By Customer Group,447221,Northern Cape
2015,Frances Baard,DC9,AUDA,Total By Income Source,8393993,Northern Cape
2015,Frances Baard,DC9,AUDA,Total By Customer Group,8393993,Northern Cape
2015,Dr Beyers Naude,EC101,AUDA,Total By Income Source,71406771,Northern Cape
2015,Dr Beyers Naude,EC101,AUDA,Total By Customer Group,71406771,Northern Cape
2015,Blue Crane Route,EC102,AUDA,Total By Income Source,45699497,Northern Cape
2015,Blue Crane Route,EC102,AUDA,Total By Customer Group,45699497,Northern Cape
2015,Ikwezi,EC103,AUDA,Total By Income Source,17754845,Eastern Cape
2015,Ikwezi,EC103,AUDA,Total By Customer Group,17754845,Eastern Cape
2015,Makana,EC104,AUDA,Total By Income Source,174750162,Eastern Cape
2015,Makana,EC104,AUDA,Total By Customer Group,174750162,Eastern Cape
